dbn,school_name,beds,location_name,ncessch,combokey
06M348,Washington Heights Expeditionary Learning School,310600011348,Washington Heights Expeditionary Learning School,360008305909,362058005909
06M349,Harbor Heights,310600010349,Harbor Heights,360008305871,362058005871
06M366,Washington Heights Academy,310600010366,Washington Heights Academy,360008305990,362058005990
06M368,Hamilton Heights School,310600010368,Hamilton Heights School,360008305989,362058005989
06M423,High School for Excellence and Innovation,310600011423,High School for Excellence and Innovation,360008306099,362058006099
06M462,The College Academy,310600011462,The College Academy,360008303681,362058003681
06M463,High School for Media and Communications,310600011463,High School for Media and Communications,360008303685,362058003685
06M467,High School for Law and Public Service,310600011467,High School for Law and Public Service,360008303691,362058003691
06M468,High School for Health Careers and Sciences,310600011468,High School for Health Careers and Sciences,360008303692,362058003692
06M513,Castle Bridge School,310600010513,Castle Bridge School,360008306330,362058006330
06M528,I.S. 528 Bea Fuller Rodgers School,310600010528,I.S. 528 Bea Fuller Rodgers School,360008300551,362058000551
06M540,A. Philip Randolph Campus High School,310600011540,A. Philip Randolph Campus High School,360008304305,362058004305
06M552,Gregorio Luperon High School for Science and Mathematics,310600011552,Gregorio Luperon High School for Science and Mathe,360008301265,362058001265
07X001,P.S. 001 Courtlandt School,320700010001,P.S. 001 Courtlandt School,360008402043,362058002043
07X005,PS 5 Port Morris,320700010005,PS 5 Port Morris,360008402056,362058002056
07X018,P.S. 018 John Peter Zenger,320700010018,P.S. 018 John Peter Zenger,360008402098,362058002098
07X025,P.S. 025 Bilingual School,320700010025,P.S. 025 Bilingual School,360008402122,362058002122
07X029,P.S./M.S. 029 Melrose School,320700010029,P.S./M.S. 029 Melrose School,360008402138,362058002138
07X030,P.S. 030 Wilton,320700010030,P.S. 030 Wilton,360008402143,362058002143
07X031,P.S./M.S. 031 The William Lloyd Garrison,320700010031,P.S./M.S. 031 The William Lloyd Garrison,360008402147,362058002147
07X043,P.S. 043 Jonas Bronck,320700010043,P.S. 043 Jonas Bronck,360008402191,362058002191
07X049,P.S. 049 Willis Avenue,320700010049,P.S. 049 Willis Avenue,360008402218,362058002218
07X065,P.S. 065 Mother Hale Academy,320700010065,P.S. 065 Mother Hale Academy,360008402269,362058002269
07X151,J.H.S. 151 Lou Gehrig,320700010151,J.H.S. 151 Lou Gehrig,360008401983,362058001983
07X154,P.S. 154 Jonathan D. Hyatt,320700010154,P.S. 154 Jonathan D. Hyatt,360008402556,362058002556
07X157,P.S. 157 Grove Hill,320700010157,P.S. 157 Grove Hill,360008405533,362058005533
07X161,P.S. 161 Ponce De Leon,320700010161,P.S. 161 Ponce De Leon,360008402578,362058002578
07X162,J.H.S. 162 Lola Rodriguez De Tio,320700010162,J.H.S. 162 Lola Rodriguez De Tio,360008404460,362058004460
07X179,P.S. 179,320700010179,P.S. 179,360008405118,362058005118
07X203,M.S. 203,320700010203,M.S. 203,360008405119,362058005119
07X221,South Bronx Preparatory: A College Board School,320700011221,South Bronx Preparatory: A College Board School,360008405650,362058005650
07X223,M.S. 223 The Laboratory School of Finance and Technology,320700010223,M.S. 223 The Laboratory School of Finance and Tech,360008405521,362058005521
07X224,P.S. / I.S. 224,320700010224,P.S. / I.S. 224,360008405520,362058005520
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",320700011259,"H.E.R.O. High (Health, Education, and Research Occ",360008406383,362058099868
07X277,P.S. 277,320700010277,P.S. 277,360008403738,362058003738
07X296,South Bronx Academy for Applied Media,320700010296,South Bronx Academy for Applied Media,360008405785,362058005785
07X298,Academy of Public Relations,320700010298,Academy of Public Relations,360008405786,362058005786
07X321,Crotona Academy High School,320700011321,Crotona Academy High School,360008405761,362058005761
07X334,International Community High School,320700011334,International Community High School,360008405873,362058005873
07X343,Academy of Applied Mathematics and Technology,320700010343,Academy of Applied Mathematics and Technology,360008405920,362058005920
07X359,Concourse Village Elementary School,320700010359,Concourse Village Elementary School,360008406382,362058099869
07X369,Young Leaders Elementary School,320700010369,Young Leaders Elementary School,360008406041,362058006041
07X379,Jill Chaifetz Transfer High School,320700011379,Jill Chaifetz Transfer High School,360008405988,362058005988
07X381,Bronx Haven High School,320700011381,Bronx Haven High School,360008406056,362058006056
07X385,Performance School,320700010385,Performance School,360008406020,362058006020
07X427,Community School for Social Justice,320700011427,Community School for Social Justice,360008405180,362058005180
07X473,Mott Haven Village Preparatory High School,320700011473,Mott Haven Village Preparatory High School,360008405187,362058005187
07X495,University Heights Secondary School,320700011495,University Heights Secondary School,360008400749,362058000749
07X500,Hostos-Lincoln Academy of Science,320700011500,Hostos-Lincoln Academy of Science,360008400757,362058000757
07X520,Foreign Language Academy of Global Studies,320700011520,Foreign Language Academy of Global Studies,360008400794,362058000794
07X522,Bronx Design and Construction Academy,320700011522,Bronx Design and Construction Academy,360008406253,362058099924
07X527,Bronx Leadership Academy II High School,320700011527,Bronx Leadership Academy II High School,360008405189,362058005189
07X548,Urban Assembly School for Careers in Sports,320700011548,Urban Assembly School for Careers in Sports,360008405512,362058005512
07X551,The Urban Assembly Bronx Academy of Letters,320700011551,The Urban Assembly Bronx Academy of Letters,360008405504,362058005504
07X557,Mott Haven Community High School,320700011557,Mott Haven Community High School,360008406352,362058099870
07X600,Alfred E. Smith Career and Technical Education High School,320700011600,Alfred E. Smith Career and Technical Education Hig,360008401909,362058001909
07X655,Samuel Gompers Career and Technical Education High School,320700011655,Samuel Gompers Career and Technical Education High,360008402866,362058002866
07X670,Health Opportunities High School,320700011670,Health Opportunities High School,360008401338,362058001338
08X014,P.S. X014 Senator John Calandra,320800010014,P.S. X014 Senator John Calandra,360008502085,362058002085
08X036,P.S. 036 Unionport,320800010036,P.S. 036 Unionport,360008502168,362058002168
08X048,P.S. 048 Joseph R. Drake,320800010048,P.S. 048 Joseph R. Drake,360008502211,362058002211
08X062,P.S. 062 Inocensio Casanova,320800010062,P.S. 062 Inocensio Casanova,360008502264,362058002264
08X069,P.S. 069 Journey Prep School,320800010069,P.S. 069 Journey Prep School,360008502285,362058002285
08X071,P.S. 071 Rose E. Scala,320800010071,P.S. 071 Rose E. Scala,360008502293,362058002293
08X072,P.S. 072 Dr. William Dorney,320800010072,P.S. 072 Dr. William Dorney,360008502295,362058002295
08X075,P.S. 75 School of Research and Discovery,320800010075,P.S. 75 School of Research and Discovery,360008502302,362058002302
08X093,P.S. 093 Albert G. Oliver,320800010093,P.S. 093 Albert G. Oliver,360008502354,362058002354
08X100,P.S. 100 Isaac Clason,320800010100,P.S. 100 Isaac Clason,360008502380,362058002380
08X101,M.S. X101 Edward R. Byrne,320800010101,M.S. X101 Edward R. Byrne,360008503740,362058003740
08X107,P.S. 107,320800010107,P.S. 107,360008502401,362058002401
08X119,P.S. 119,320800010119,P.S. 119,360008502441,362058002441
08X123,J.H.S. 123 James M. Kieran,320800010123,J.H.S. 123 James M. Kieran,360008502456,362058002456
08X125,J.H.S. 125 Henry Hudson,320800010125,J.H.S. 125 Henry Hudson,360008502463,362058002463
08X130,P.S. 130 Abram Stevens Hewitt,320800010130,P.S. 130 Abram Stevens Hewitt,360008502479,362058002479
08X131,J.H.S. 131 Albert Einstein,320800010131,J.H.S. 131 Albert Einstein,360008501979,362058001979
08X138,P.S. 138 Samuel Randall,320800010138,P.S. 138 Samuel Randall,360008502505,362058002505
08X140,P.S. X140 The Eagle School,320800010140,P.S. X140 The Eagle School,360008502509,362058002509
08X146,P.S. 146 Edward Collins,320800010146,P.S. 146 Edward Collins,360008502530,362058002530
08X152,P.S. 152 Evergreen,320800010152,P.S. 152 Evergreen,360008502547,362058002547
08X182,P.S. 182,320800010182,P.S. 182,360008502632,362058002632
08X269,Bronx Studio School for Writers and Artists,320800011269,Bronx Studio School for Writers and Artists,360008505652,362058005652
08X282,Women's Academy of Excellence,320800011282,Women's Academy of Excellence,360008505653,362058005653
08X293,Renaissance High School for Musical Theater & Technology,320800011293,Renaissance High School for Musical Theater & Tech,360008505659,362058005659
08X295,Gateway School for Environmental Research and Technology,320800011295,Gateway School for Environmental Research and Tech,360008505660,362058005660
08X301,M.S. 301 Paul L. Dunbar,320800010301,M.S. 301 Paul L. Dunbar,360008505121,362058005121
08X302,M.S. 302 Luisa Dessus Cruz,320800010302,M.S. 302 Luisa Dessus Cruz,360008505122,362058005122
08X304,P.S. 304 Early Childhood School,320800010304,P.S. 304 Early Childhood School,360008505123,362058005123
08X305,Pablo Neruda Academy for Architecture and World Studies,320800011305,Pablo Neruda Academy,360008505661,362058005661
08X312,Millennium Art Academy,320800010312,Millennium Art Academy,360008505654,362058005654
08X320,Pelham Lab High School,320800011320,Pelham Lab High School,360008506386,362058099821
08X332,Holcombe L. Rucker School of Community Research,320800011332,Holcombe L. Rucker School of Community Research,360008505876,362058005876
08X333,P.S. 333 - The Museum School,320800010333,P.S. 333 - The Museum School,360008505655,362058005655
08X335,The Academy of the Arts,320800010335,The Academy of the Arts,360008505656,362058005656
08X337,The School for Inquiry and Social Justice,320800010337,The School for Inquiry and Social Justice,360008505657,362058005657
08X348,Schuylerville Preparatory High School,320800011348,Schuylerville Preparatory High School,360008506387,362058099819
08X349,Bronx River High School,320800011349,Bronx River High School,360008506388,362058099820
08X366,Urban Assembly Academy of Civic Engagement,320800010366,Urban Assembly Academy of Civic Engagement,360008505987,362058005987
08X367,"Archimedes Academy for Math, Science and Technology Applications",320800011367,"Archimedes Academy for Math, Science and Technolog",360008505985,362058005985
08X371,Urban Institute of Mathematics,320800010371,Urban Institute of Mathematics,360008505982,362058005982
08X375,The Bronx Mathematics Preparatory School,320800010375,The Bronx Mathematics Preparatory School,360008505986,362058005986
08X376,Antonia Pantoja Preparatory Academy: A College Board School,320800011376,Antonia Pantoja Preparatory Academy: A College Boa,360008505984,362058005984
08X377,Bronx Community High School,320800011377,Bronx Community High School,360008505983,362058005983
08X405,Herbert H. Lehman High School.,320800011405,Herbert H. Lehman High School.,360008501964,362058001964
08X424,The Hunts Point School,320800010424,The Hunts Point School,360008506081,362058006081
08X432,BRONX BRIDGES HIGH SCHOOL,320800011432,BRONX BRIDGES HIGH SCHOOL,360008506221,362058006221
08X448,Soundview Academy for Culture and Scholarship,320800010448,Soundview Academy for Culture and Scholarship,360008506156,362058006156
08X452,Bronx Guild,320800011452,Bronx Guild,360008505186,362058005186
08X467,Mott Hall Community School,320800010467,Mott Hall Community School,360008506162,362058006162
08X519,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",320800011519,Felisa Rincon de Gautier Institute for Law and Pub,360008505789,362058005789
08X530,Banana Kelly High School,320800011530,Banana Kelly High School,360008502968,362058002968
08X537,Bronx Arena High School,320800011537,Bronx Arena High School,360008506258,362058099918
08X540,School for Community Research and Learning,320800011540,School for Community Research and Learning,360008505507,362058005507
08X558,Westchester Square Academy,320800011558,Westchester Square Academy,360008506326,362058099824
08X559,School for Tourism and Hospitality,320800011559,School for Tourism and Hospitality,360008506348,362058099823
08X561,Bronx Compass High School,320800011561,Bronx Compass High School,360008506357,362058099822
08X562,Blueprint Middle School,320800010562,Blueprint Middle School,360008506302,362058099825
08X650,Jane Addams High School for Academic Careers,320800011650,Jane Addams High School for Academic Careers,360008502011,362058002011
09X004,P.S./M.S. 004 Crotona Park West,320900010004,P.S./M.S. 004 Crotona Park West,360008605191,362058005191
09X011,P.S. 011 Highbridge,320900010011,P.S. 011 Highbridge,360008602073,362058002073
09X022,J.H.S. 022 Jordan L. Mott,320900010022,J.H.S. 022 Jordan L. Mott,360008604461,362058004461
09X028,P.S. 028 Mount Hope,320900010028,P.S. 028 Mount Hope,360008602133,362058002133
09X035,P.S. 035 Franz Siegel,320900010035,P.S. 035 Franz Siegel,360008602160,362058002160
09X042,P.S. 042 Claremont,320900010042,P.S. 042 Claremont,360008602188,362058002188
09X053,P.S. 053 Basheer Quisim,320900010053,P.S. 053 Basheer Quisim,360008602232,362058002232
